feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
f27c18211f38a2b8824f2a0ffa75d352	TimePoint	Week9-14	4.73600090293008	0.334919015728931	280	186	2.29263124934879e-32	4.27804991128485e-29
f27c18211f38a2b8824f2a0ffa75d352	TimePoint	Week18	5.15602967047185	0.387463253090328	280	186	3.52435258125293e-30	3.28822095830898e-27
c4a7d3b208ece70a26268344fbb93c52	TimePoint	Week9-14	4.44477330754029	0.344235010550049	280	216	1.70529430292499e-28	1.06069305641934e-25
c4a7d3b208ece70a26268344fbb93c52	TimePoint	Week18	5.05021855701439	0.399370458856343	280	216	5.76586146868548e-28	2.68977437514178e-25
afaed5b814af8fdf712ee3a2f6e146ea	TimePoint	Week9-14	-3.40852469413713	0.273826866828488	280	143	8.37426046326191e-27	3.12527400488935e-24
afaed5b814af8fdf712ee3a2f6e146ea	TimePoint	Week18	-3.75395221292073	0.316090644281903	280	143	1.79193855940248e-25	5.57292891974173e-23
X938fa4f1324470245e04693d6dd958c1	TimePoint	Week9-14	-2.95182071108325	0.265148663648721	280	192	7.8510730051725e-23	2.09287174680741e-20
X5a1b49ed2eeb1f595a07330646fa90d6	TimePoint	Week9-14	-3.16278625766715	0.288419206326064	280	270	2.30639486737422e-22	4.81090770742525e-20
X5a1b49ed2eeb1f595a07330646fa90d6	TimePoint	Week18	-3.656915914953	0.335267000655674	280	270	2.32037349232729e-22	4.81090770742525e-20
X24d5e2004c0981906654773dba703657	TimePoint	Week18	1.96807985343016	0.181912027460538	280	277	9.05716787799111e-22	1.69006752603314e-19
a009250174a6396c22cbd6d4883ace66	TimePoint	Week18	4.12052855907156	0.393778160231038	280	70	3.76412321622616e-21	6.38532174679819e-19
X24d5e2004c0981906654773dba703657	TimePoint	Week9-14	1.55071714918451	0.155806952866776	280	277	3.71946731234048e-19	5.78377167068944e-17
db66ab43add889efc6f36d999d74bd9f	TimePoint	Week9-14	3.46088668363637	0.356796285269679	280	171	1.10166322545525e-18	1.58131044515345e-16
db66ab43add889efc6f36d999d74bd9f	TimePoint	Week6	3.39865407663583	0.350736170932858	280	171	1.24320923247526e-18	1.6570203055706e-16
X6f5de71b512e0f950f8fe6b1d3311982	TimePoint	Week9-14	-1.86158567134615	0.201622305738924	280	69	4.65668189744941e-17	5.79291228042706e-15
X938fa4f1324470245e04693d6dd958c1	TimePoint	Week18	-2.81900157134504	0.308892096113185	280	192	5.67880756491584e-17	6.6229093225831e-15
X20cf13f228f8d16b499e9493dd2ee208	TimePoint	Week9-14	-2.32950962361467	0.264602799687323	280	228	6.41662262250875e-16	7.04318694917725e-14
